2023-06-27 17:52:36.255 | INFO     | myoconverter.O2MPipeline:O2MPipeline:46 - Start the conversion pipeline for : tugofwar
2023-06-27 17:52:36.255 | INFO     | myoconverter.O2MPipeline:coordinate_kwargs:69 - Coordinate the input configurations, remove conflicts.
2023-06-27 17:52:36.255 | INFO     | myoconverter.O2MPipeline:coordinate_kwargs:79 -    Checking configurations for step 2 conversion.
2023-06-27 17:52:36.255 | INFO     | myoconverter.O2MPipeline:coordinate_kwargs:94 -        Configure of previous run does not exist, set osim_data_overwrite to TRUE.
2023-06-27 17:52:36.255 | INFO     | myoconverter.O2MPipeline:coordinate_kwargs:96 -        All good now.
2023-06-27 17:52:36.255 | INFO     | myoconverter.O2MPipeline:coordinate_kwargs:113 -    Checking configurations for step 3 conversion.
2023-06-27 17:52:36.255 | INFO     | myoconverter.O2MPipeline:coordinate_kwargs:128 -        Configure of previous run does not exist, set osim_data_overwrite to TRUE.
2023-06-27 17:52:36.256 | INFO     | myoconverter.O2MPipeline:coordinate_kwargs:130 -        All good now.
2023-06-27 17:52:36.256 | INFO     | myoconverter.conversion_steps.O2MSteps:__init__:83 - Given OpenSim model file: ./models/osim/TugOfWar/tugofwar.osim
2023-06-27 17:52:36.256 | INFO     | myoconverter.conversion_steps.O2MSteps:__init__:84 - Reading mesh files from folder ./models/osim/TugOfWar/Geometry
2023-06-27 17:52:36.256 | INFO     | myoconverter.conversion_steps.O2MSteps:__init__:85 - Converted model will be saved in folder ./models/mjc/TugOfWar
2023-06-27 17:52:36.256 | INFO     | myoconverter.conversion_steps.O2MSteps:PipelineExecution:123 - Started step 1 conversion - cvt1.
2023-06-27 17:52:36.442 | INFO     | myoconverter.xml.converter:convert:40 - Commencing the conversion procedure!
2023-06-27 17:52:36.442 | INFO     | myoconverter.xml.converter:_parse_ground:138 - Parsing the ground
2023-06-27 17:52:36.442 | INFO     | myoconverter.xml.parsers:parse:59 - [BodyParser: Ground] ground
2023-06-27 17:52:36.445 | INFO     | myoconverter.xml.converter:_parse_constraints:147 - Starting to parse constraints
2023-06-27 17:52:36.446 | INFO     | myoconverter.xml.converter:_parse_bodies_and_joints:80 - Starting to parse bodies, wrapping objects, and joints
2023-06-27 17:52:36.446 | INFO     | myoconverter.xml.parsers:parse:59 - [BodyParser: Body] block
2023-06-27 17:52:36.447 | INFO     | myoconverter.xml.parsers:parse:59 - [JointParser: SliderJoint] ground_block
2023-06-27 17:52:36.447 | INFO     | myoconverter.xml.converter:_parse_forces:156 - Starting to parse forces, including path points and wrap paths
2023-06-27 17:52:36.448 | INFO     | myoconverter.xml.parsers:parse:59 - [ForceParser: Thelen2003Muscle] muscle1
