2023-08-05 22:40:37.405 | INFO     | myoconverter.O2MPipeline:O2MPipeline:52 - Start the conversion pipeline for : gait10dof18musc
2023-08-05 22:40:37.405 | INFO     | myoconverter.O2MPipeline:coordinate_kwargs:75 - Coordinate the input configurations, remove conflicts.
2023-08-05 22:40:37.405 | INFO     | myoconverter.O2MPipeline:coordinate_kwargs:86 -    Checking configurations for step 2 conversion.
2023-08-05 22:40:37.411 | INFO     | myoconverter.O2MPipeline:coordinate_kwargs:103 -        All good now.
2023-08-05 22:40:37.411 | INFO     | myoconverter.O2MPipeline:coordinate_kwargs:120 -    Checking configurations for step 3 conversion.
2023-08-05 22:40:37.411 | INFO     | myoconverter.O2MPipeline:coordinate_kwargs:137 -        All good now.
2023-08-05 22:40:37.412 | INFO     | myoconverter.conversion_steps.O2MSteps:__init__:84 - Given OpenSim model file: ./models/osim/Gait10dof18musc/gait10dof18musc.osim
2023-08-05 22:40:37.412 | INFO     | myoconverter.conversion_steps.O2MSteps:__init__:85 - Reading mesh files from folder ./models/osim/Gait10dof18musc/Geometry
2023-08-05 22:40:37.412 | INFO     | myoconverter.conversion_steps.O2MSteps:__init__:86 - Converted model will be saved in folder ./models/mjc/Gait10dof18musc
2023-08-05 22:40:37.412 | INFO     | myoconverter.conversion_steps.O2MSteps:PipelineExecution:124 - Started step 1 conversion - cvt1.
2023-08-05 22:40:37.847 | INFO     | myoconverter.xml.converter:convert:40 - Commencing the conversion procedure!
2023-08-05 22:40:37.848 | INFO     | myoconverter.xml.converter:_parse_ground:138 - Parsing the ground
2023-08-05 22:40:37.848 | INFO     | myoconverter.xml.parsers:parse:59 - [BodyParser: Ground] ground
2023-08-05 22:40:37.872 | INFO     | myoconverter.xml.converter:_parse_constraints:147 - Starting to parse constraints
2023-08-05 22:40:37.873 | INFO     | myoconverter.xml.converter:_parse_bodies_and_joints:80 - Starting to parse bodies, wrapping objects, and joints
2023-08-05 22:40:37.873 | INFO     | myoconverter.xml.parsers:parse:59 - [BodyParser: Body] pelvis
2023-08-05 22:40:37.900 | INFO     | myoconverter.xml.parsers:parse:59 - [JointParser: CustomJoint] ground_pelvis
2023-08-05 22:40:37.902 | INFO     | myoconverter.xml.parsers:parse:59 - [BodyParser: Body] femur_r
2023-08-05 22:40:37.908 | INFO     | myoconverter.xml.parsers:parse:59 - [JointParser: PinJoint] hip_r
2023-08-05 22:40:37.909 | INFO     | myoconverter.xml.parsers:parse:59 - [BodyParser: Body] tibia_r
2023-08-05 22:40:37.919 | INFO     | myoconverter.xml.parsers:parse:59 - [JointParser: CustomJoint] knee_r
2023-08-05 22:40:38.213 | INFO     | myoconverter.xml.parsers:parse:59 - [BodyParser: Body] talus_r
2023-08-05 22:40:38.218 | INFO     | myoconverter.xml.parsers:parse:59 - [JointParser: PinJoint] ankle_r
2023-08-05 22:40:38.219 | INFO     | myoconverter.xml.parsers:parse:59 - [BodyParser: Body] calcn_r
2023-08-05 22:40:38.231 | INFO     | myoconverter.xml.parsers:parse:59 - [JointParser: WeldJoint] subtalar_r
2023-08-05 22:40:38.231 | INFO     | myoconverter.xml.parsers:parse:59 - [BodyParser: Body] toes_r
2023-08-05 22:40:38.244 | INFO     | myoconverter.xml.parsers:parse:59 - [JointParser: WeldJoint] mtp_r
2023-08-05 22:40:38.244 | INFO     | myoconverter.xml.parsers:parse:59 - [BodyParser: Body] femur_l
2023-08-05 22:40:38.251 | INFO     | myoconverter.xml.parsers:parse:59 - [JointParser: PinJoint] hip_l
2023-08-05 22:40:38.252 | INFO     | myoconverter.xml.parsers:parse:59 - [BodyParser: Body] tibia_l
2023-08-05 22:40:38.261 | INFO     | myoconverter.xml.parsers:parse:59 - [JointParser: CustomJoint] knee_l
2023-08-05 22:40:38.493 | INFO     | myoconverter.xml.parsers:parse:59 - [BodyParser: Body] talus_l
2023-08-05 22:40:38.498 | INFO     | myoconverter.xml.parsers:parse:59 - [JointParser: PinJoint] ankle_l
2023-08-05 22:40:38.498 | INFO     | myoconverter.xml.parsers:parse:59 - [BodyParser: Body] calcn_l
2023-08-05 22:40:38.512 | INFO     | myoconverter.xml.parsers:parse:59 - [JointParser: WeldJoint] subtalar_l
2023-08-05 22:40:38.513 | INFO     | myoconverter.xml.parsers:parse:59 - [BodyParser: Body] toes_l
2023-08-05 22:40:38.532 | INFO     | myoconverter.xml.parsers:parse:59 - [JointParser: WeldJoint] mtp_l
2023-08-05 22:40:38.532 | INFO     | myoconverter.xml.parsers:parse:59 - [BodyParser: Body] torso
2023-08-05 22:40:40.046 | INFO     | myoconverter.xml.parsers:parse:59 - [JointParser: PinJoint] back
2023-08-05 22:40:40.046 | INFO     | myoconverter.xml.converter:_parse_forces:156 - Starting to parse forces, including path points and wrap paths
2023-08-05 22:40:40.047 | INFO     | myoconverter.xml.parsers:parse:59 - [ForceParser: Millard2012EquilibriumMuscle] hamstrings_r
2023-08-05 22:40:40.047 | INFO     | myoconverter.xml.parsers:parse:59 - [PathPointParser: PathPoint] bifemlh_r-P1
2023-08-05 22:40:40.047 | INFO     | myoconverter.xml.parsers:parse:59 - [PathPointParser: PathPoint] bifemlh_r-P2
2023-08-05 22:40:40.047 | INFO     | myoconverter.xml.parsers:parse:59 - [PathPointParser: PathPoint] bifemlh_r-P3
